,Tempo
377,1.9370930194854736
378,2.0665528774261475
379,1.912416934967041
380,2.018477439880371
381,1.9968152046203613
382,2.060469388961792
383,1.9383249282836914
384,2.17010498046875
385,2.1076343059539795
386,2.0964558124542236
387,2.028796434402466
388,2.049550771713257
389,2.0267183780670166
390,2.1210720539093018
391,2.0862910747528076
392,2.0491623878479004
393,2.1087710857391357
394,2.025221586227417
395,2.124237298965454
396,2.036818027496338
397,2.0947353839874268
398,2.070491075515747
399,2.051802396774292
400,2.037184715270996
401,2.1157329082489014
402,2.137477397918701
403,2.0762076377868652
404,2.0576884746551514
405,2.1748814582824707
406,2.069585084915161
407,2.132720470428467
408,2.119274377822876
409,2.117727518081665
410,2.1992807388305664
411,2.1639394760131836
412,2.2733943462371826
413,2.1681864261627197
414,2.250980854034424
415,2.143953561782837
416,2.1342949867248535
417,2.2038650512695312
418,2.1621522903442383
419,2.1998136043548584
420,2.1815781593322754
421,2.2627551555633545
422,2.1427817344665527
423,2.2176289558410645
424,2.186244010925293
425,2.2254111766815186
426,2.2231101989746094
427,2.2003283500671387
428,2.232128858566284
429,2.237650156021118
430,2.1999409198760986
431,2.2636420726776123
432,2.2263875007629395
433,2.231904983520508
434,3.2739882469177246
435,2.299818515777588
436,2.3249282836914062
437,2.3431615829467773
438,2.3013617992401123
439,2.3273673057556152
440,2.3738129138946533
441,2.282940626144409
442,2.3560404777526855
443,2.716095209121704
444,2.4418654441833496
445,2.4341015815734863
446,2.3149523735046387
447,2.285392999649048
448,2.3124425411224365
449,2.345841407775879
450,2.344170570373535
451,2.3962182998657227
452,2.2838990688323975
453,2.3642189502716064
454,2.307265520095825
455,2.3361165523529053
456,2.4947996139526367
457,2.342702627182007
458,2.423342227935791
459,2.3789010047912598
460,2.563694477081299
461,2.4880077838897705
462,2.481893539428711
463,2.396285057067871
464,2.4736175537109375
465,2.4485256671905518
466,2.4002060890197754
467,2.427034378051758
468,2.5335607528686523
469,2.4049570560455322
470,2.3824901580810547
471,2.5551223754882812
472,2.5114245414733887
473,2.4961345195770264
474,2.4082491397857666
475,2.47084379196167
476,2.4403233528137207
477,2.4005401134490967
478,2.579665184020996
479,2.4920594692230225
480,2.5859200954437256
481,2.4310364723205566
482,2.650175094604492
483,2.655917167663574
484,2.5129446983337402
485,2.4975714683532715
486,2.537410020828247
487,2.644883871078491
488,2.5144214630126953
489,2.5765442848205566
490,2.5581705570220947
491,2.649684429168701
492,2.4969072341918945
493,2.608893632888794
494,2.554487943649292
495,2.6141300201416016
496,2.570838689804077
497,2.673424482345581
498,2.604146718978882
499,2.547311544418335
500,2.541966199874878
501,2.714578628540039
502,2.6390697956085205
503,2.6064558029174805
504,2.633635997772217
505,2.6442105770111084
506,2.724008321762085
507,2.5743746757507324
508,2.6792826652526855
509,2.6449317932128906
510,2.6721465587615967
511,2.640568971633911
512,2.669895887374878
513,2.7018847465515137
514,2.6308045387268066
515,2.700519323348999
516,2.745209217071533
517,2.772207498550415
518,2.6524221897125244
519,2.6852474212646484
520,2.6961734294891357
521,2.7295193672180176
522,2.694932222366333
523,2.7364487648010254
524,2.7873144149780273
525,2.911406993865967
526,2.770177125930786
527,2.8682947158813477
528,2.7760417461395264
529,2.8038554191589355
530,2.7259862422943115
531,2.810633420944214
532,2.747267007827759
533,2.890272855758667
534,2.760648012161255
535,2.8072946071624756
536,2.765042304992676
537,2.7493679523468018
538,2.8237385749816895
539,2.82307767868042
540,2.8104753494262695
541,2.7637059688568115
542,2.8316807746887207
543,2.8813741207122803
544,2.857579231262207
545,2.865765333175659
546,2.8851120471954346
547,2.90209698677063
548,2.863142490386963
549,2.888718843460083
550,2.8957698345184326
551,2.8801417350769043
552,2.922170639038086
553,3.231250524520874
554,3.63421893119812
555,3.058490753173828
556,3.0581061840057373
557,2.955700159072876
558,2.9940319061279297
559,2.9910197257995605
560,3.042818307876587
561,2.984703779220581
562,2.9682271480560303
563,3.2359373569488525
564,2.9954464435577393
565,3.028743028640747
566,3.0159637928009033
567,2.9777674674987793
568,3.1477441787719727
569,3.029895305633545
570,3.0031092166900635
571,3.1505753993988037
572,3.05574107170105
573,3.1833362579345703
574,3.0323920249938965
575,3.1520836353302
576,3.0779223442077637
577,3.183682680130005
578,3.069528818130493
579,3.1690428256988525
580,3.0023465156555176
581,3.178312063217163
582,3.1499249935150146
583,3.0531327724456787
584,3.0729222297668457
585,3.2962803840637207
586,3.1378536224365234
587,3.1981678009033203
588,3.1102869510650635
589,3.375675678253174
590,3.1660680770874023
591,3.2324161529541016
592,3.251368284225464
593,3.1484789848327637
594,3.1471428871154785
595,3.1796700954437256
596,3.3015224933624268
597,3.18019437789917
598,3.2589058876037598
599,3.2198424339294434
